F5F4C3F6G3C5G7D3B5D6C4B3B4C6B6A3D2E2C2A4C7E3E6G4G6G5F3F2D1F1E1C1H3D7H4E7D8A7A5F7G8F8A2H8B7H7C8H6H5A6A8E8B1B8B2A1H2G2G1H1 -26 10
F5D6C4D3C3B3C6G6E6C5F6E3B5E7F7G5F4D7F8D8F3G4F2C7B4D2B6E8C8E2G8A6H3H4G3H2A5A7A8B8D1H8F1G7H5A4H1C2A3B2H6H7B1C1A1A2E1G1G2B7 12 10
F5F6D3E3F7C3C2F4B2C6E2F3G4D2C4F2C5E6E1B4G1D6E7G5D1D7B3F1H4H1G6B5A4H3H5G2C8D8A5E8F8C7B6C1G3B1H2H6H7G7A6B7A1A7A8B8G8A2A3 -36 10
F5F4D3F6G7C2G5H6F3G6E3F7C3C4B4F2B3C6D6E6G3E2H5C5D2D1H7G4H4H8C1H3E1F1B5B6G1A5C7D7D8E8E7A2A3C8A7A6A4A8G8B2B1F8B8B7A1H2G2H1 -12 10
F5D6C3F4E6G5G4F7C5D3C4E3F6E7D2B6C6C2D7G6F2B5F3B4G3D1E1B3H5E2H6G7A6E8C8F1D8F8H8C7A5A4G8A7B2H7C1A1A3H2H3G2H4A2G1H1B1B8B7A8 14 10
F5F4G3D6C3E6F6G5C7F3C5G6E7D7F7F8C8C6E3D3G4C4C2E2D2F2H5H6B3B4H4D8E8B8H7E1A3B6B5A6A5G8B2C1B1A4D1G2B7H3A7A8F1G1G7H8H1H2A2 -19 10
F5D6C5F6D3F4E7C4E3D8C3C6C7D7F3B6G4B5G6B3B4A3F7C2E6G8A5A4A2D2E1G5D1E2F1C1A6H3H6H5B1B7B2G3F2A1A8A7B8C8F8H7E8G7H8G1H4G2H1H2 4 10
F5F4C3E6G4C5B6B5A5E3D3G5F3E2F6E7D2G3H6H4H2C6C7G6F7C1D6C2H7F8F2B3E1D1B1F1G1C4D7B4A4H5H3C8B7A6D8E8A7A3A2A8B8G7G2H1H8G8B2A1 -22 10
F5F6F7G7E6F4G4D6H7G6C3F8G5D3F3H8G8G3D7E7H3D8C5H5E8H4H6C6C2C4E3D2B3B5B4A4D1C7A3H2A6A5G2E2F2H1G1F1E1C1B6B7B1A1A8A2B2B8C8A7 -16 10
F5F4G3E6D7G5D6C6C5C8D3F3C7B6G4E3C4B5D2B3B4F2A6D8E7C3F6C1E2A3A4G6D1E1F7C2E8H5H3B7F1F8A8A7B8G1G8H4G2H1H6G7H2H7H8A5A2B2B1A1 10 10
F5F6D3C3C4G5B3C2H5A3E3C5D2E2B4F2C6A4D1C1B1B6F4G4E1F3F1C7H4D6F7G2B2H6G3G6E6H3C8B7E7B5A2B8D7D8E8F8A5A1A6G1A8A7H1H2G8G7H7H8 4 10
F5F4C3C4C5B4D3C2B2C6B6E6D6D2B3E3F6D7A4E7F7A1C8D8F8E8C7G4G5A2H3H5G3F3E2F1H6H4A3G6B5F2G2G1E1D1H1H2C1G8H8B1H7G7A5A6A7B7B8A8 -12 10
F5D6C6B6D3F3C5C4C3E3B5F4G4D2E6B3D7A6B4A5A3C7A4A2C8E8E7F8F7G8B7F6G5H4H3H2G3F2E2H5H6H7G6C2F1D1G2E1C1B2A1B1A7G7H8D8H1G1A8B8 -2 10
F5F6C4C5B5F4G4H3G6B4E6D6E3F3D3G5C3E7C7F7C6E2H4C2G3H5E8D2C1B3F1E1D1F2A5D8C8D7A2B6H6A3A4H7F8A6A7G7G1G2H1H2B2A1H8B1G8A8B7B8 6 10
F5D6C5F6D3G5G6B5H5H6E6G4C6H4C4F4A5D7E7C7D8E3C8C3G3F3H3B4F7H2A3A4B3C2D2F8C1B2F2F1G8E8B6B1E2B7A1A2B8H8D1A8A7E1G1A6H7G7H1G2 -8 10
F5D6C5B4C7F6F7G7B5F8F4E7H8A5D8D7D3B8B6H6A3F3G6C6E3H5E6G4A4A2G5E8C8A6A8G3A7B7A1C2C3C4H7G8B3F2D1D2E1B1B2C1E2F1G1H2G2H4H3H1 32 10
F5F6D3F4E6C3C4C2D2C6B3C5E3D6B5F2F3E1B6E2C1B4F1A5D1A6G5G4G6G3A4H5C7A2F7A3E7C8B7D8E8D7H3H6B8F8G8H2H1G2G7B2G1H8H7H4A1B1A7A8 -2 10
F5F4D3D6F6F7G5H6F3G3E6C5G4E7H3E3C4D2G6H4H5H2D7F2F8C3E8H7C6C7E2F1C2C1E1D1B8G7B6D8C8B4A4A3A2B5A5A7A6A1G2B7A8G8H8H1B3B2B1G1 12 10
F5F4F3F6C4C5B5C3E6F2G5D6C6E3D3D2C2B4E2G4B6A5E7D7A4A3A6B3A2G7D8C7F7G6C8G8H3H4G3E1C1F1H8D1H7B1E8F8G2B8G1H1H2B7H6H5A8A7B2A1 0 10
F5D6C6F6E6D7C3G5D8E7F4C4C5F3E8B5G3E3D3B4B3E2D2G4A6A5A4C7F1C2D1H3F2F8H6G6C8B8F7E1H4H5H2G2B7A8B6A7H1G1H7A3B2G7G8H8A1B1A2C1 -16 10
F5D6C6F4D7C5F3E7B5B4C7F6E6E3G6D8D3F7C3G5C4G3H6D2A3B3C1E2H3G2F2D1E1A5A4A6A7G1B6F1E8H5C8G8F8B8A2H4G4C2H1H2B2G7H8H7A8B7B1A1 0 10
F5D6C6F6C4F4E6D7G3F3G4C5E7E3G5C7D8F8C3D3B5B6E8C8B4C2F2A6A5F7E2B3D2E1D1C1A3H6H5F1B7G6G2B2H7A4A7H1G7A8A1B8A2B1H2G1H3H4H8G8 -12 10
F5D6C7D7C4B3B4G5C6D3E8A4E6D8C8F6F4F3G6E7F8H6G4F7E3G3C3B6F2E1C5C2E2B5F1D1D2C1G2B7H2H3H4H1G1H5B8A8A7A6A5A3B2A2B1A1G8G7H7H8 32 10
F5F6C4G5H5C3D3H4F7C5D6F4H3C6F3G6H7G4B4G3H2E3F2D2E2E6H6C2D7B5D1F1C1E7E8D8E1B1A6B6C7A4A3B3A5B7A8C8B8G1A2F8G7H8G8H1G2A7B2A1 -20 10
F5F6D3C3C4C5B5C6G7E2B6D6E3B4D2F4F3F2D1G6E6F7A3G4G3H4G1C2C1B3H3C7A4D7B7H8B2A1A2A5E8D8E7F8A6B1G8F1E1H1C8G2H5G5H7A7H6H2A8B8 -36 10
F5F6D3C3C4G5B2C2E2A2A1B4C5D2D1E3A4D6A3B6B3F1F4F3G3G2E1F2H6G4H5H3H1G1F7B5H2G7H8F8H4G6H7G8E8E6D7C7B8E7D8C6A7C8A6A8B7C1B1A5 28 10
F5D6C3D3E3F6C6B6F7F3E6F4G5E7E8G3G4E2C4C5D7C7B4B5B3C2A6H6H5H4A5A3C8G6D2C1H2F2G2A4A2D8F8B8H3G8E1B7B2A1B1A7A8H1D1F1H8G1G7H7 -8 10
F5F6D3F4G6C4E6C2B1E3E2D6F3G5C3G4H4E7H5D2E1F7F8H3G3H6B4C5C6F1D1F2E8D7D8C1G1C8B8C7B6B2H2H1A1G2B3G7H8G8H7A5A4A8A6A7B5B7A3A2 -16 10
F5F6C4C5B6E3D6C6D3B3C7F3C3F4E6B5B4F7G5G4E7H5F8A4G6C2C1D2D1A5A6A7E2F2A2D7D8E1H6G3B2A1A3B8A8H7B7C8H4H3E8G7H8G8H2B1F1G1G2H1 -8 10
F5D6C3F3C5F4D3G5H5B4G3E3F2D2C4B5D7G4E2E7C1E1D1B1C7F6A6C2C6H3H4H6G2A5E6B6A4G6B3H1G1C8G7F7A7H8H7B2H2F1G8A3D8A8B8B7A2A1E8F8 -6 10
F5D6C4F4E6F6G5B3C5D3C6E3F3B4D7F7G6G4H5E7B5H3C3F2C7C8H4E2G3H6D1E1F1D2A4H2C1G2H1G1A3B8H7G7G8F8H8B7B6A7A6A5D8E8A8A2C2B2A1B1 8 10
F5F6F7F4F3G4H3D6C4G5H6D3E2C2C3E6E3G6C5B4B6C6E7F2D2F1B3H4H5G3A4B5C1D1A5E8C7B7D8C8E1B1D7A3A8A6B8G7G2G8F8H8H7H1G1H2A1A7A2B2 -8 10
F5F6D3G5G7E7H5H4F7H6D8C5E6E3C3F3F4E8C4G4D7C8D6C6G3B4B6B5H3F2H7H8G6E2C2C7G2H1D2B3H2A6G8C1A5F8A7A4A3G1E1F1D1B7A8B8B1A1A2B2 -10 10
F5F4D3F6G6C4E3E6E7H6C6D6F3G4B5B4G5G3C5F2F7D2C3C2H4H5H7D7E8C8B3B6D1C1F1G2E1A5D8C7B8A4B1G1H1E2A3A2A7A6A1B2B7A8H3H2H8F8G7G8 -4 10
F5F6D3F4G7F7G6H7G8H6E7H8H5G5H4G4F3F8E8E6D8C8D6H3G3H2H1D7C7C6B6B7B5B4C5C4E3A3B3A4A6A2B2C1B1A1A5A7G2C3B8A8F2E2D2C2 -60 10
F5F4G3E6D6C4D3C6D7E2B6F7E7F3C5F6G6C8G5C7E3F8C3C2B4A3B3A6A4A5F1D2B5A2B7E1B8H3D1C1G4H5H4G1E8A8A7H6A1G7B1B2H1G2H8D8H7G8H2F2 8 10
F5D6C5F6D3D2C4G6D7C3E3F3E2C2E6F4F2D1E1B4B5G1G5F1G4A6B3C6F7E7C7H3H4D8C8E8A5A4F8B6H5H6G3H2C1B1G7H7H8G8H1G2A2B2A1B7A3B8A8A7 18 10
F5F6C4E3F4C3D3C5B3A2F3C2E6D6C6C7E7F7D7D8B6B4C8D2B5G6G5A5E2B8A6A7F8H5E8G8G4E1A3G2A1B7B1G7G3H3H1F1G1C1A8H2A4F2D1B2H8H7H6H4 34 10
F5F6F7G7D3F8E6C4H8E3F4G6C5H6F3C6B3G5D6E7B5A5E8G3G8D7D8B4H4C7C3H5H3A2A6B6A3E2H7G4C2D2A1B1A4B2C8B8A8B7A7G2C1D1H2E1F1G1H1F2 42 10
F5D6C4F4G4G5E6G3H3C3D3F6E7C5C6F7D7F3H5C2B5B6D2H4E2G6E3H6H7A5B3F8B4C7A6A7D1A4A3A2B7B1C1A8A1B2F2E1F1G1E8C8G8G2B8D8G7H8H1H2 -4 10
F5F4G3G6D3F3E3F2G4C5E2E1D2C4F6E6C3D1C2C1D6C6E7F8F7G5C7E8B4B5H5H6B3A3A4A5A6A7B6H3G1F1B1B7B2C8H4G2D8D7G8G7H8H7H1H2A8B8A2A1 2 10
F5F4E3D2D3C5C3G5E2F3C1C4G3E1F2F1F6D6G4H5C2D1G1H3E6D7E7B4H6F8H4H7G2G6B3A2C6B6B5A5A4A3F7G7C7H1H2B2C8B1H8D8G8E8A7B7A1B8A8A6 22 10
F5F4G3G6F6E6F7G4G5C5H5H6H7F8G8H8D6G7C3H4F3C4H3E3E2D3B6E8C6E7B4G2H1H2D2D7D8C7C8B8A6B7B5A7A8A5F2A4B3C2B1B2A1A2A3C1D1 -59 10
F5F4G3G6C3C6G5C4D3D2E3E2C2F3D6B3C1F6C5B4E6F2G4E1D1F1G1D7F7E7H5B6E8H6C8D8A3B2H7H3G7H4F8A4A5B1A1A2H2B5G2H1B7H8G8A7A6C7A8B8 -6 10
F5F4C3E6D7C4B3G5D3C8F3E3G4F2G3E2D6B4A4C6F6C5D2C1F7E7E8D8B8H5H3C2G6A2B6G8B5G7G2C7A3H1H8A5F8B2D1E1A1B1F1G1A6H2H4A7H6H7A8B7 6 10
F5F4G3G4E3G2C3E6G6D6F3G5F6D2H1E2H2C5E7D3H3H4F2E1H5B4C4F7B3B5G1F1C2F8D1C6A4A3A6A5A2D7G7H8C8E8G8B2A1C1B6B7B1H7C7A7B8A8D8H6 18 10
F5D6C6F4E6G6G3B7C5B5G4F6D3E3F3E2C4G5B6B4F7E7A8C7A5F2A4C2D2H5F8D8B8B3C3D7A3B2H4C8E8E1A1G7D1B1C1F1H8G8G2A2G1A7A6H2H1H3H6H7 14 10
F5F4G3G6F6D6H7G4G5H6H5E6F3H3D3D2C7D7C4E3C5C6D8B3B6B5A5A6A4A3B4C3F7E7F8B7C2E8D1B8A8C8E2F2A7H4H2F1E1C1A2G7H8G8B1A1B2G2G1H1 4 10
F5F6C4E3F4G5E6D3G3G4F3E2H4C6C5D7D2H5H6G6H7B4C3H2E1D6B5C1C2B3A3A6A5A4A7B6F2B1F7F1G1E7G7B7A8H3H1G2C8H8A2C7B8D1G8F8B2A1D8E8 10 10
F5D6C5F6D7E3F4G5F2B5E6F3C4C6E7F7B4E2C7C3D3B6B3D2A6C2F1E1C1F8A5E8D8B2G3H3G4G6H5H6A1A4A3B1G2C8A2D1H4H1G7G1H2G8H8H7B8A7A8B7 2 10
F5F4E3F2D3E6F3F6G1C2C3C6G3D2D6F1E1C7C5D1C1C4G5H3B4B5G6G4D7B2A6B3B6C8F7H6E7E8F8H5H4G8D8G7A1A5A4B1E2B8A8H1B7A7H2G2H8H7A2A3 -8 10
F5D6C7F4E3F3G5D7C3F6G4H3H4G3E6F7E2H5G6F2F1H6C5D1D2C6D3C4F8E8D8E7G8B3B4B6C2A3G7C8B8H8B7B5A4A5A6C1E1B2A2A1B1G1H2H1G2A8A7H7 -4 10
F5F4C3D6F6C6G4G3E6G6F3H3C5B5C7D7H4G5H2C4H5C2D3E3B4A5B6B3E2A6D2D1B7D8E8E7F8F7C8E1A4H6H7G2H1F2A3G7G8H8G1F1B2A1A2A8B8A7C1B1 6 10
F5D6C4G5E6D7F7F4D8B4D3C3E3F3G4E7F2G6F6C5C6C7B5F8C8E8G8A6E2B6D2C2B3A4H4H5H6D1E1G3H3C1B1G7B7B2A7A8H8B8A1A2A3A5H7G1F1G2H2H1 -8 10
F5F4D3D6D7C5C6E3B4C3C2C7C4B5F6E6E7B6F7A3C8D2F3G4F2G3D1E1E2G6G5B3H4H3F1G7H5C1B1G2A4G1H1H2A2A5A7A6H8E8B2D8B8A1B7A8F8G8H7H6 0 10
F5D6C6B6C4D3B7B4C2B8E6F3C5F7E7B5C3F6D7E3C7F8E8C8F4D8A7E2A4A3A6D2A8B3D1A5G3G5F1E1C1B2A2G4F2H3H6H4G2B1H2H1G1G8G7H7H8A1H5G6 30 10
F5F6F7F4F3G7C4C5B6G2E6C6E3D6D7D3G6C3E2C7G3H6B4G5B5C8E7E8H8B3H7H5G4H4H3F1E1D2H1F2D1C2G1H2G8A5A6A4A3F8D8A2A1B8B2B7B1C1A8A7 20 10
F5F4E3F2F3G3D3C3E2C6C2D1C4E6F6C5D2B4D6B3F1C1E1G1B6G6G5D7C8E7B5D8C7G7F7H4E8A5A6A7A3G2H3G8H1H2G4A2A1A4A8F8B7B8H8H7H6H5B2B1 18 10
F5D6C7F4C5D7E7F6D3C2F3E3G4G5E6G6F7C4H4B6B5A6E2C6H5G3B3C3D2H3B4A3A4A5G7F1E1D1B2F2B1H6H2H8C1H1G2A1A2G8F8B8C8B7H7E8D8G1A8A7 -18 10
F5F4G3F6F7D6C5C6D3B6C3E3D2G4F3E6G6G5E7D7C4H6B5D8H4H3H5G8C7B4C8B8A5E2D1F2G1A4A6B2B3E1F1C1G2H1H2A3A2G7B1A1B7A7C2E8H7A8F8H8 2 10
F5D6C6F6D7C5B5D8E6F3C8B8C4E7E3F4F8C7F7E2G6D3C3B4D2B3G3G4H4B6F2G5C2H6H5B2H7C1A5A4A6D1E1F1A3A2E8G8A1B1G1H3H2B7A8A7H8G7G2H1 10 10
F5F4G3D6C3E6C5C4B4A3B5D2C7C6D3B3B6F3D1A4C2E3E2G4G6F2E1F6H5A7G5H6F7F1G1H4H3H2E7D7B2H7D8B8C8A1A8C1G2H1B1B7G7G8F8E8H8A6A5A2 -6 10
F5F6C4C3D3E3F4G5D2C1E6C2F3F2E2D1G4C6C5G6G3B4B5A4A3A5A6B6D7C7F7D6E7H3H4H6H5B3A7D8E8B7G2C8B8H1H2F8G8G7H8H7G1F1A8E1B2A1B1A2 24 10
F5F4F3G4C3D6D3F2E6D7F7F6E7C5G5C4E3D2H4G3E2H6G6F1C8E8D8B8B5B6C7C2B3C6B4A5A6A4H2G2D1F8G7E1C1B7G8H8H7B2H5H3A1B1A7A8G1H1A2A3 -2 10
F5F4E3D2G3G4E2H2D3D6F3E6G6G5F6H7E7D7C4G2F2F1H3C5H4H6H5C2H1G1E1E8H8D1C1C3G7F7C8G8C7B8A8D8B5A5A6B4F8A7A4A3A2B3B7B6B2B1A1C6 46 10
F5F4D3D6E6C4F3D2B4G6E3F6C3E2F2G5G4C2H6C6C5B3F7H4G3E7E1D1B5E8H5H7D7F1F8G8G2D8C7H1G1A3B6B2A4A7A6A5B8H2A1A2A8C8H8H3G7B1C1B7 20 10
F5F4E3F6G4C5D6H4G5F2H3H2E7D7D3F3G3E6H5H6G6E2C4B3D2C1C8C3F1E8C7H7F8C6D8E1B4A4B6F7D1G1B5A7A6A5C2B1G8B2A1G7H1G2H8B8A3A2A8B7 12 10
F5D6C7F3E3D7C6B8G3C5D3F4G4C3E6D2C8D8C4B5B4G6E2F6C1C2B3F1F2E1G5H6D1B1H5G1A6H2E7E8H3H4G7F7G8F8H8H7A8B2H1G2A1B6A7A3B7A5A2A4 22 10
F5F4G3G4F3G2C3D6E6F6G6E3D3G5H4H5H6C6C5B4B5C4F7F8E7E2C2E8D7D2D8B6B3C8C7B8F1E1H1A3A5A4A2B1F2B2A1H3G7H7C1D1A6G1H8G8A8A7B7H2 22 10
F5D6C4F3C7E6F6G6E3C6D7C5B4B5F4E2D2E7F8D3G5D8C3C8F7B6A5E8B8G7E1F1G3D1C1B1C2G4G2F2A6B3A3H1G1B2A1A4B7A2H8G8H7H6H3H2H5H4A8A7 -4 10
F5F4F3F6D6D7G7G2D3G4E3E6C3E2H4C2G3F2G6C5H1G5E7H5C6D2C4B6B5E8F7H8G1B3D1C1F1H6F8A4D8C8B7A8B8C7G8H7A5A6A7B4A3E1B1H3H2A2B2A1 -2 10
F5F6E6D6G7G6C5H8E3D3C3F4D7C6C7C4F3B5B4B6A6E8A5B8G4B3G5A4A2A7E7F7H6C2B1D1B2A1C8D8F8G8C1A3B7E2F2D2E1A8H7H5H4H3G3F1G1H1G2 -51 10
F5F4E3F2D3E6G4C5C6C4F3D2C2E2D6E7C7D7F6G3B5G6B3B4C3A6G5F7C8D8C1H3H4D1A3A5H6B8E8F8A4A2B7H5H2A8A7B6A1B1F1E1H7G2G7H8G8H1G1B2 12 10
F5D6C6B6C7F4C3C4C5B4B3D7E6B5A4D3A6C2A5C8G3G5F6F7H5E7D2G4E2H6E3G6F3D1H7F2G7A2C1B1E1F1F8E8G2A3A1G1D8H1B2H4B8H8B7G8H3H2A8A7 -4 10
F5F6F7C5E6G7B5B6H7D6D7F3C6E7G6H8F4G8B4H6E8G5G4H5F8D8D3G3E3C4C3F2E2D1A6C2C8B8E1F1C7D2G2B7H2H1C1A3B3A7A8B1G1A2A1A5B2A4H3H4 -18 10
F5F4D3D6F3C5D7C3C4G5F6E3C6G6D2E6F2E2F1B5E7C2G3G4F7B4B3C7H3D1E1C1H4G1H5D8A6A5A4E8B6F8G7A3A2H8B2H6H7H2C8B8G8B7A8A7G2H1A1B1 -16 10
F5F4C3E6F6F7F3D3G5B3G3G6E3C4C6H5B4C5B6A4D6G4E7D2H4H6E2F1E1D1H3H2C1B1C2B5A5F2A3E8D7C7D8F8G8A6A7C8B8B2A2G7G1H1H8G2H7B7A8A1 2 10
F5F6F7G7E6D6H7G8D7G6H8D3F8E8D8E7H6G5H4H5G4F3G3F4F2G2C7H3H2F1E2H1G1D1E3C6B7B6B5A6A4B4A8B8A5A7C8C4C2C3D2B3A3C5C1B1E1B2A2A1 62 10
F5F6C4G5H5C3F7B4D3E2E6D6C6F4F3G6G4E7F8H3E3C5H6C7H4H7B5A5D1F1C2D2D7E1F2C1G3H2B3G1A6B6C8A3A4A7A2A1B1G8B2B8H1G2H8G7E8D8A8B7 4 10
F5D6C4G5E6D7D8E3F3C7F6G6E7F4F7C5C3D3G4B5B6F8C6B4C2B3E2C1H4H5D2E8A4A3A6A5C8B8A2B7D1G7B1F2H6E1H8A1B2G3A8A7H3G2G8H7G1H1H2F1 -4 10
F5F4D3F6G7C2G4F7D2E2E6C3D6F3B3B4C4E3F2F1G5G6G3E7A4A3E8H8A2B5C1C5E1A5A6B6D1B1C7C6D7D8C8G1H6H7B2A1H5G8G2H2H3H4F8A7H1B8B7A8 -32 10
F5F4F3G4H3F6C4G3G2F2E3D3C3E2D1E1G1F1D2H1H2H4E6E7F7D6H5H6G5G6E8C2C1C6C5D7D8C8B8C7B5B3A4B4B2A6A5B6A7G8B7A8G7A3A2H8H7F8B1A1 -38 10
F5D6C3F3E3G5G6G7H5B2C4C5F6E6C6B6B3F4G4E2B5D3E7C7F7A3A1A4B4E8H8G3D8A2C2B1C1D2D7H4C8B7A5A7A6A8B8H7H6G8F8F1E1H3F2D1G2H2H1G1 22 10
F5D6C5B4C3G5G6E3A5G7F6C4H8E7H7F4D3F3F7E2C6B5E6A4E8A6D2B3B6D7C2G4D8A7C7C1D1E1B2B7A3F8G8C8F1G1F2H6H4H5A8G3B8B1H2H3G2H1A2A1 14 10
F5F4C3D6F6C4D7C6C5C2B6G5B4A4D3E3B3A3D2C1F2F3E2D1G4E6B5G6E7F7H5H6H4H3F1E1B1A5F8A6C7G7G3G8H8H7H2G1H1G2E8B2A1B8A2B7C8D8A7A8 10 10
F5F6C4C5B5F4G7A5G6E3D3F3C3B4D6C6G4E6D2G5E7D7G3H4H6H5D8H7B3C2A3H8A4A6A7B2E2E8F8C8B8F7H3H2G2H1D1B1F2G1F1E1C1A1A2A8G8B7C7B6 -16 10
F5F4F3D6C6G3E6E3C4C7F6E7D7C3D3B4B5C5B6D8C2G5A5F7C8B8F8D2E1A6E2A3A4B3B2A1H6G4G6F1F2H5H2H3H4G7G1B1A2D1C1H1G2H7E8B7H8G8A8A7 10 10
F5F6F7G5C4C3H5D6C5B4B3F4C6H6H7G6E6B5H4E7A5C7D8A4A3D7B6F8C8E8G8B7F3A7C2C1D3E3D2E2A8B8A6H8G7H3F2B2E1D1A1A2B1G4G3F1G1H2G2H1 -14 10
F5F4C3F6G7C5F3G2B5F7E3C4D3E6G3C6D6B4D7C7B6D2G5C2G6D8A3E7B3E2H1G4F2H4H6H8F1B2H3A6E1A2C1H7H5A4A5A1B1D1B8B7A8H2G1A7F8G8E8C8 -8 10
F5F4C3C6D3F6G3D2C2B1E3F3G6F2G4E6C4G5D1E2F1E1C1H6D6H5B6H4A1C7D7C8D8E8E7B5C5B8G7A6A5A4B7B2H3B4H7A8A7H8G8H2G2H1G1F8F7A2A3B3 2 10
F5D6C7F3D3C6E3E6G2H1F4G5H6E2D2C3C4C5D7E7G3F2B4C1B6D8G4H2F8H3F7C8G6E8F6G8H4H5B7H7B8A8A7A6A5B5B3A4A3C2B2A2G7H8D1E1A1B1F1G1 -16 10
F5D6C6B6B7F4E6B8A6G6G5H6A8F6C8D7E8D8F3E3H5H4C3C5C4B3E7F7D3B5C7F8G4C2B4A3A4D2G3E2H3F2C1D1G7H2E1H7G8A5A2B2B1A7H8A1G1G2H1F1 10 10
F5F6D3C5D6E3F4E7E2G5C6F3D7C2E6D2B5C8C3F2F8E8F7B3G3G6G4H4F1H3C4B6D1A4A5C1A3B2A1E1B1G2G7B4H6A2H5H8G8A6A7H7H1G1H2C7B7A8B8D8 24 10
F5D6C3F3C5D3E3F4F2G3G4E2C6H5F1F6D7C4E6F7E7D2E1B3H3H4H6G5G6C8D8E8H2C1D1G1B5C2B2B6C7A5A4B8G2A6A3B4A7B7A8G7H8G8F8H7H1A1A2B1 -4 10
F5F6D3C5D6E3F3C7C4E2F4G4C6E6D2G3D7B4B5F2F1E7C8C3G5A6B6H4H6H5D8E8F8H7G6C1H2G7E1F7D1H3G8H1H8C2B7G1A5A4A3A2B3B2G2A8B8A7B1A1 2 10
F5D6C4G5E6F4D7C5C6B4C3B5D3E3F6F7F3E7B6B3C7A6E8E2E1D2F2G3C2F8G8B2H3D1C1D8C8B1H6H5H4B7A1A2A3A4A8B8A7H8A5G7G4G2H1H2G1H7F1G6 10 10
F5D6C4G5F6B3C7D7F4B7C6B5A8B6H5D3B8F3C5C8D8E6A5B4E3E2E7A4C2C3A3G6G4F7E8G3D2D1C1B1G7H4A2H6F1F2H7H8G1E1A1G8A6A7F8B2H2H3G2H1 8 10
F5D6C3F4F6C4D3G7B5E3F3G6C5G3G4E2F2D2D1B6C1A5E6H4C2G5F7D7E7G2H8B4H7B3H6E8H5H3H1F8H2G8B2B1A4A3A1E1A2F1G1C6C7B8B7A6A7D8C8A8 38 10
F5D6C7G5D3C3H5F6F4E3C4C5F7G4H3C6B6H4G3F2F3E6D7G6H6E7B5G8B4B3F1D8C2A3A5D1C8D2E2B8E1G1C1B1G2H1H2G7H8H7E8F8A8A6A4A2A7B7B2A1 -8 10
F5D6C4D3C7G6E2E6F7B4E3D2C3F4F3F6C5C2D1F8G3D7G5H4D8C8B8E7C6G4A5B6B7B3A3A8E8B2H3A4B5H2H6A6A7A2C1E1F2B1G7G1A1F1H1G2H5H7H8G8 -2 10
